epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,646.412,1.4277,0.88575,1.0558,0.80698,0.80531,0.89577,0.52091,1.40696,0.89324,1.10189,0.00165944,0.00165944,0.00165944
45,660.345,1.36968,0.85612,0.99609,0.84509,0.869,0.93889,0.57134,1.32242,0.80074,1.08776,0.00165152,0.00165152,0.00165152
46,674.081,1.33869,0.84008,1.0096,0.81407,0.87611,0.90948,0.55228,1.25468,0.8759,1.00753,0.0016436,0.0016436,0.0016436
47,687.837,1.33236,0.81629,1.03825,0.83173,0.80531,0.85623,0.52192,1.33579,0.91728,1.0945,0.00163568,0.00163568,0.00163568
48,701.567,1.4072,0.83569,1.05237,0.85029,0.9115,0.90624,0.54783,1.28264,0.78399,1.02607,0.00162776,0.00162776,0.00162776
49,715.309,1.40729,0.88184,1.05413,0.88229,0.84956,0.94343,0.58588,1.27729,0.81614,1.0228,0.00161984,0.00161984,0.00161984
50,729.257,1.37731,0.84897,1.02302,0.85705,0.84895,0.89345,0.51123,1.34662,0.89933,1.09151,0.00161192,0.00161192,0.00161192
51,743.354,1.36828,0.87072,1.03724,0.91551,0.863,0.93534,0.54397,1.3952,0.84717,1.08097,0.001604,0.001604,0.001604
52,757.243,1.38467,0.84915,0.99784,0.89924,0.86879,0.94607,0.6205,1.21455,0.78817,1.03964,0.00159608,0.00159608,0.00159608
53,771.18,1.37133,0.83264,1.01458,0.86193,0.88396,0.90474,0.54034,1.25217,0.83891,1.02242,0.00158816,0.00158816,0.00158816
54,785.413,1.4078,0.87146,1.04468,0.86154,0.82301,0.9132,0.55822,1.23688,0.8551,1.01425,0.00158024,0.00158024,0.00158024
55,799.343,1.30478,0.82486,0.99788,0.82629,0.76991,0.88341,0.54614,1.32706,0.91481,1.0268,0.00157232,0.00157232,0.00157232
56,813.093,1.39956,0.81668,1.0249,0.829,0.78761,0.89575,0.51493,1.29257,0.8912,1.06057,0.0015644,0.0015644,0.0015644
57,826.829,1.32981,0.79072,1.01249,0.92306,0.84932,0.93493,0.60686,1.21355,0.75566,1.05161,0.00155648,0.00155648,0.00155648
58,840.461,1.28619,0.78346,1.00031,0.92158,0.936,0.96199,0.59654,1.28509,0.75185,1.09439,0.00154856,0.00154856,0.00154856
59,854.114,1.27494,0.75377,1.02687,0.86567,0.85545,0.93308,0.58283,1.23877,0.78661,1.07654,0.00154064,0.00154064,0.00154064
60,867.822,1.32544,0.78579,1.01166,0.88563,0.90265,0.94531,0.58446,1.20124,0.77287,1.01342,0.00153272,0.00153272,0.00153272
61,881.593,1.32043,0.81228,1.0121,0.92814,0.84071,0.92657,0.55119,1.26407,0.82857,1.0515,0.0015248,0.0015248,0.0015248
62,895.549,1.26452,0.75247,1.00041,0.78886,0.84071,0.86101,0.54594,1.30454,0.81142,1.06054,0.00151688,0.00151688,0.00151688
63,909.471,1.24559,0.74584,0.98646,0.9067,0.81416,0.92915,0.5744,1.2986,0.84355,1.07999,0.00150896,0.00150896,0.00150896
64,923.42,1.29167,0.77461,0.98493,0.86623,0.91688,0.95824,0.56976,1.24555,0.75329,1.05233,0.00150104,0.00150104,0.00150104
65,937.218,1.34736,0.80964,0.9858,0.825,0.91783,0.92848,0.56473,1.25836,0.80759,1.00813,0.00149312,0.00149312,0.00149312
66,950.965,1.31532,0.81755,0.99081,0.84772,0.88496,0.94074,0.59269,1.21883,0.78208,0.99513,0.0014852,0.0014852,0.0014852
67,964.985,1.25674,0.76936,0.97202,0.88038,0.91184,0.95808,0.62734,1.22764,0.74058,1.02944,0.00147728,0.00147728,0.00147728
68,979.158,1.25051,0.80333,0.97411,0.87859,0.90265,0.93803,0.56378,1.26238,0.75687,1.01933,0.00146936,0.00146936,0.00146936
69,993.33,1.24985,0.79616,0.9763,0.87953,0.87611,0.93585,0.55578,1.27737,0.79521,1.0482,0.00146144,0.00146144,0.00146144
70,1007.17,1.25685,0.77416,0.9755,0.92221,0.83926,0.92669,0.55228,1.32104,0.84776,1.01381,0.00145352,0.00145352,0.00145352
71,1020.91,1.21746,0.80841,0.92914,0.85648,0.86726,0.9443,0.58793,1.2216,0.75476,0.99993,0.0014456,0.0014456,0.0014456
72,1034.77,1.23298,0.76978,0.96724,0.84227,0.8506,0.92938,0.60016,1.20766,0.77283,0.97665,0.00143768,0.00143768,0.00143768
73,1048.62,1.28346,0.74138,0.95556,0.82408,0.93805,0.93769,0.59867,1.20043,0.78696,1.00339,0.00142976,0.00142976,0.00142976
74,1062.38,1.23507,0.73773,0.97077,0.89634,0.91831,0.96273,0.61519,1.22642,0.72915,0.98671,0.00142184,0.00142184,0.00142184
75,1076.09,1.21662,0.70664,0.94482,0.88973,0.85687,0.90401,0.5786,1.2351,0.81631,1.03783,0.00141392,0.00141392,0.00141392
76,1089.82,1.20713,0.69101,0.93399,0.84751,0.88529,0.9297,0.59475,1.17375,0.7435,0.9898,0.001406,0.001406,0.001406
77,1103.68,1.23469,0.75018,0.95312,0.84383,0.86071,0.89935,0.56965,1.27549,0.82196,1.0463,0.00139808,0.00139808,0.00139808
78,1117.59,1.20804,0.7015,0.96019,0.81515,0.89761,0.89399,0.57079,1.22037,0.74096,1.02054,0.00139016,0.00139016,0.00139016
79,1131.28,1.19239,0.7277,0.96727,0.87502,0.92035,0.95446,0.61513,1.19792,0.74314,1.00086,0.00138224,0.00138224,0.00138224
80,1145.06,1.23788,0.73925,0.9749,0.90449,0.81416,0.94632,0.59618,1.21663,0.72563,0.9793,0.00137432,0.00137432,0.00137432
81,1158.94,1.20411,0.72877,0.95842,0.88943,0.92543,0.9599,0.60363,1.17117,0.71344,0.97177,0.0013664,0.0013664,0.0013664
82,1172.72,1.21618,0.69989,1.00642,0.89026,0.93332,0.95149,0.63045,1.18451,0.77433,0.99848,0.00135848,0.00135848,0.00135848
83,1186.73,1.20349,0.72003,0.95956,0.85744,0.90483,0.9539,0.62309,1.18428,0.71925,0.98427,0.00135056,0.00135056,0.00135056
84,1200.77,1.23651,0.73502,1.01668,0.8651,0.92035,0.89229,0.55825,1.17502,0.71881,0.973,0.00134264,0.00134264,0.00134264
85,1214.56,1.2809,0.73002,0.98542,0.88252,0.82301,0.94534,0.62515,1.18507,0.74163,1.03123,0.00133472,0.00133472,0.00133472
86,1228.28,1.24738,0.7398,0.9821,0.85712,0.87611,0.93352,0.58672,1.24504,0.74891,0.97915,0.0013268,0.0013268,0.0013268
87,1242.03,1.26886,0.74911,0.99531,0.91263,0.92438,0.95423,0.59752,1.19338,0.78269,0.98103,0.00131888,0.00131888,0.00131888
88,1255.75,1.19795,0.71023,0.96475,0.92755,0.90639,0.96748,0.61877,1.21641,0.72102,0.98793,0.00131096,0.00131096,0.00131096
89,1269.66,1.17411,0.71187,0.96235,0.82615,0.93805,0.93087,0.59498,1.16061,0.73023,0.97334,0.00130304,0.00130304,0.00130304
90,1283.5,1.18594,0.70416,0.93784,0.84378,0.9115,0.9471,0.60213,1.21604,0.7693,0.99967,0.00129512,0.00129512,0.00129512
91,1297.27,1.15327,0.69034,0.96249,0.89272,0.89381,0.9576,0.64331,1.1658,0.69399,0.99383,0.0012872,0.0012872,0.0012872
92,1311.37,1.20157,0.72935,0.96104,0.81555,0.93911,0.93202,0.59597,1.20088,0.77133,1.00327,0.00127928,0.00127928,0.00127928
93,1325.43,1.20634,0.72287,0.95427,0.88789,0.92035,0.94872,0.6063,1.13431,0.69711,0.97523,0.00127136,0.00127136,0.00127136
94,1339.19,1.16336,0.69881,0.94741,0.90296,0.90579,0.96404,0.66882,1.06945,0.68106,0.94268,0.00126344,0.00126344,0.00126344
95,1353.31,1.17509,0.71566,0.94905,0.9176,0.88699,0.94748,0.63475,1.13955,0.7029,0.95396,0.00125552,0.00125552,0.00125552
96,1367.2,1.15721,0.70086,0.94936,0.89863,0.94145,0.96198,0.62649,1.11986,0.7025,0.9643,0.0012476,0.0012476,0.0012476
97,1380.94,1.1617,0.68526,0.93586,0.85177,0.85841,0.92107,0.57547,1.19453,0.79399,0.99935,0.00123968,0.00123968,0.00123968
98,1394.67,1.13111,0.67995,0.92956,0.89557,0.83484,0.95093,0.61047,1.21961,0.69372,0.98847,0.00123176,0.00123176,0.00123176
99,1408.45,1.16618,0.69648,0.93266,0.86898,0.93915,0.96158,0.60869,1.25922,0.71519,0.9965,0.00122384,0.00122384,0.00122384
100,1422.32,1.1585,0.72478,0.96659,0.89191,0.87631,0.94579,0.61754,1.20431,0.77951,1.0293,0.00121592,0.00121592,0.00121592
101,1436.14,1.20069,0.67994,0.94096,0.9067,0.9115,0.95909,0.58252,1.20792,0.71458,0.97628,0.001208,0.001208,0.001208
102,1449.87,1.19011,0.68886,0.95321,0.90902,0.88496,0.96896,0.60381,1.21351,0.67654,0.98562,0.00120008,0.00120008,0.00120008
103,1463.5,1.23671,0.71048,0.94705,0.86552,0.9292,0.9532,0.63015,1.17962,0.76514,0.96327,0.00119216,0.00119216,0.00119216
104,1477.32,1.23773,0.74456,0.95544,0.83637,0.89381,0.93925,0.63469,1.17726,0.82119,1.00429,0.00118424,0.00118424,0.00118424
105,1491.03,1.14717,0.67739,0.9544,0.90056,0.88161,0.94011,0.62485,1.13989,0.77268,0.97128,0.00117632,0.00117632,0.00117632
106,1504.78,1.08768,0.65558,0.90469,0.91004,0.89528,0.962,0.63074,1.13857,0.71656,0.95085,0.0011684,0.0011684,0.0011684
107,1518.53,1.15928,0.69086,0.92925,0.89075,0.93799,0.96875,0.63147,1.13837,0.67175,0.98836,0.00116048,0.00116048,0.00116048
108,1532.34,1.17943,0.71251,0.96459,0.90252,0.90125,0.95317,0.63091,1.1353,0.73962,0.97516,0.00115256,0.00115256,0.00115256
109,1546.12,1.17302,0.6758,0.95051,0.88391,0.94334,0.97239,0.64976,1.10631,0.69236,0.95939,0.00114464,0.00114464,0.00114464
110,1559.83,1.15772,0.64874,0.92492,0.88269,0.88496,0.94771,0.62906,1.17181,0.7544,0.95074,0.00113672,0.00113672,0.00113672
111,1573.7,1.14831,0.65753,0.93389,0.86994,0.9115,0.94763,0.63659,1.20056,0.71364,0.96202,0.0011288,0.0011288,0.0011288
112,1587.46,1.20962,0.69872,0.93584,0.87215,0.93805,0.95959,0.63033,1.11726,0.68743,0.95261,0.00112088,0.00112088,0.00112088
113,1601.25,1.1363,0.65328,0.93156,0.86944,0.94297,0.96387,0.63372,1.11955,0.65426,0.95936,0.00111296,0.00111296,0.00111296
114,1614.97,1.12255,0.65405,0.92574,0.91092,0.90498,0.94363,0.59947,1.19982,0.7181,0.99339,0.00110504,0.00110504,0.00110504
115,1628.68,1.14985,0.6566,0.93065,0.9035,0.91142,0.96806,0.63561,1.1639,0.69424,0.95636,0.00109712,0.00109712,0.00109712
116,1642.56,1.16282,0.66291,0.90506,0.90435,0.92039,0.96557,0.65201,1.12381,0.65878,0.96802,0.0010892,0.0010892,0.0010892
117,1656.3,1.11206,0.63584,0.92041,0.89902,0.90265,0.95079,0.60305,1.19843,0.67653,1.00488,0.00108128,0.00108128,0.00108128
118,1669.99,1.14291,0.66003,0.93481,0.86083,0.87584,0.93685,0.60935,1.18018,0.69789,0.99951,0.00107336,0.00107336,0.00107336
119,1683.74,1.17024,0.71073,0.95906,0.87474,0.92702,0.94019,0.5711,1.23675,0.73301,1.02357,0.00106544,0.00106544,0.00106544
120,1697.47,1.09573,0.65448,0.91689,0.87504,0.92959,0.93967,0.6165,1.15353,0.6875,0.99083,0.00105752,0.00105752,0.00105752
121,1711.14,1.11417,0.64429,0.93217,0.91108,0.90673,0.9469,0.62437,1.1802,0.76403,0.99328,0.0010496,0.0010496,0.0010496
122,1724.95,1.15916,0.6893,0.93388,0.86898,0.87611,0.94554,0.63612,1.20185,0.75968,0.98075,0.00104168,0.00104168,0.00104168
123,1738.67,1.18336,0.68143,0.93764,0.88064,0.91412,0.94048,0.6261,1.14783,0.7785,0.9769,0.00103376,0.00103376,0.00103376
124,1752.39,1.11917,0.63876,0.91297,0.90482,0.92543,0.94154,0.60077,1.19257,0.73501,0.97749,0.00102584,0.00102584,0.00102584
125,1766.18,1.16281,0.65853,0.90614,0.87445,0.93805,0.94899,0.6181,1.20997,0.74471,0.99817,0.00101792,0.00101792,0.00101792
126,1780.1,1.15532,0.67865,0.92547,0.88532,0.9115,0.95142,0.6203,1.13834,0.70163,0.95941,0.00101,0.00101,0.00101
127,1793.79,1.10576,0.6539,0.92893,0.87491,0.92842,0.96688,0.65305,1.14006,0.66728,0.98313,0.00100208,0.00100208,0.00100208
128,1807.61,1.1192,0.66188,0.92166,0.90217,0.89769,0.95767,0.6356,1.10386,0.70664,0.96955,0.00099416,0.00099416,0.00099416
129,1821.45,1.13959,0.66378,0.92583,0.91255,0.92347,0.95435,0.62539,1.12955,0.67734,0.97035,0.00098624,0.00098624,0.00098624
130,1835.28,1.11982,0.65595,0.91755,0.88348,0.93937,0.97606,0.65719,1.07572,0.68482,0.93907,0.00097832,0.00097832,0.00097832
131,1848.97,1.09934,0.65576,0.92112,0.90024,0.93805,0.97193,0.64335,1.12953,0.69208,0.95873,0.0009704,0.0009704,0.0009704
132,1862.81,1.04168,0.61058,0.9001,0.88057,0.91347,0.95257,0.65001,1.1109,0.69703,0.94796,0.00096248,0.00096248,0.00096248
133,1876.68,1.06704,0.62323,0.89783,0.86264,0.93805,0.94967,0.63114,1.17246,0.68934,0.98472,0.00095456,0.00095456,0.00095456
134,1890.44,1.12003,0.64355,0.90902,0.86899,0.93918,0.93967,0.62189,1.13975,0.68534,0.96396,0.00094664,0.00094664,0.00094664
135,1904.26,1.04188,0.62709,0.90013,0.86195,0.9292,0.95748,0.62625,1.0978,0.6839,0.96658,0.00093872,0.00093872,0.00093872
136,1917.97,1.07176,0.65063,0.90234,0.88517,0.95501,0.94908,0.63993,1.06606,0.65816,0.9518,0.0009308,0.0009308,0.0009308
137,1931.62,1.05697,0.62322,0.91262,0.89096,0.9292,0.95815,0.65457,1.0873,0.68293,0.95894,0.00092288,0.00092288,0.00092288
138,1945.43,1.06562,0.63708,0.92601,0.88,0.90858,0.96352,0.66473,1.0855,0.68552,0.9542,0.00091496,0.00091496,0.00091496
139,1959.22,1.06917,0.60915,0.91706,0.86701,0.92311,0.96083,0.63576,1.16401,0.68789,0.98427,0.00090704,0.00090704,0.00090704
140,1973.03,1.1125,0.63202,0.91632,0.88802,0.91236,0.95408,0.63621,1.15264,0.67349,0.98827,0.00089912,0.00089912,0.00089912
141,1986.82,1.11711,0.63317,0.91321,0.86544,0.95575,0.96735,0.64659,1.12467,0.66549,0.96719,0.0008912,0.0008912,0.0008912
142,2000.5,1.07189,0.64532,0.90318,0.89558,0.92035,0.97209,0.64732,1.10211,0.65753,0.96895,0.00088328,0.00088328,0.00088328
143,2014.24,1.02426,0.5946,0.90624,0.90607,0.93905,0.97457,0.6697,1.05865,0.61332,0.95639,0.00087536,0.00087536,0.00087536
144,2028.08,1.0265,0.61244,0.90709,0.94437,0.90146,0.97466,0.65916,1.09147,0.65462,0.95492,0.00086744,0.00086744,0.00086744
145,2041.9,1.03837,0.6034,0.89104,0.88562,0.87611,0.92756,0.61359,1.1816,0.82204,0.96949,0.00085952,0.00085952,0.00085952
146,2055.74,1.06484,0.62869,0.89468,0.90217,0.9469,0.97099,0.65422,1.08276,0.64353,0.95758,0.0008516,0.0008516,0.0008516
147,2069.61,1.07734,0.65186,0.89593,0.85768,0.95995,0.96274,0.63586,1.11106,0.6872,0.97974,0.00084368,0.00084368,0.00084368
148,2083.41,1.03535,0.63332,0.90807,0.91132,0.92035,0.96367,0.64122,1.09068,0.6855,0.96869,0.00083576,0.00083576,0.00083576
149,2097.17,1.00369,0.5863,0.88487,0.91134,0.90964,0.96861,0.65099,1.07762,0.66677,0.96541,0.00082784,0.00082784,0.00082784
150,2110.96,1.02027,0.59471,0.90117,0.95904,0.89381,0.97667,0.67144,1.09378,0.64826,0.96677,0.00081992,0.00081992,0.00081992
151,2125.13,1.02518,0.59571,0.89652,0.92011,0.91737,0.95702,0.64362,1.11694,0.68281,0.98585,0.000812,0.000812,0.000812
152,2138.95,1.09479,0.59472,0.91718,0.91912,0.92035,0.97371,0.66447,1.06789,0.64903,0.98715,0.00080408,0.00080408,0.00080408
153,2152.76,1.01079,0.58759,0.89618,0.91419,0.9428,0.97651,0.66219,1.1012,0.65387,0.98463,0.00079616,0.00079616,0.00079616
154,2166.5,0.95617,0.56479,0.88139,0.89418,0.9469,0.97796,0.64861,1.11063,0.6377,0.98169,0.00078824,0.00078824,0.00078824
155,2180.15,1.00384,0.56588,0.88893,0.94375,0.93805,0.97345,0.6541,1.07689,0.63567,0.97812,0.00078032,0.00078032,0.00078032
156,2193.91,0.98091,0.59962,0.88721,0.9109,0.92035,0.96705,0.65168,1.07682,0.63257,0.98157,0.0007724,0.0007724,0.0007724
157,2207.86,0.99007,0.60078,0.91605,0.92743,0.90265,0.97097,0.6511,1.09953,0.65187,0.96385,0.00076448,0.00076448,0.00076448
158,2221.69,1.02942,0.60245,0.88448,0.91572,0.9115,0.96598,0.65505,1.10701,0.63983,0.95547,0.00075656,0.00075656,0.00075656
159,2235.46,0.95679,0.57001,0.89683,0.89109,0.8689,0.95994,0.65007,1.10016,0.66478,0.96647,0.00074864,0.00074864,0.00074864
160,2249.06,1.01251,0.57845,0.90029,0.90922,0.93805,0.97175,0.65665,1.06272,0.63881,0.97197,0.00074072,0.00074072,0.00074072
161,2262.99,1.01688,0.60904,0.90508,0.87823,0.95737,0.96343,0.6452,1.06634,0.63868,0.98576,0.0007328,0.0007328,0.0007328
162,2276.79,0.99393,0.58005,0.88251,0.89013,0.92035,0.95595,0.64181,1.10617,0.65559,0.98062,0.00072488,0.00072488,0.00072488
163,2290.5,0.95458,0.5635,0.88549,0.89822,0.95575,0.96964,0.67398,1.07351,0.61122,0.97656,0.00071696,0.00071696,0.00071696
164,2304.52,0.98557,0.56983,0.87438,0.92156,0.93581,0.96779,0.6492,1.10752,0.63437,0.98556,0.00070904,0.00070904,0.00070904
165,2318.48,1.03586,0.59351,0.88724,0.90688,0.95575,0.96535,0.66474,1.08019,0.61769,0.97343,0.00070112,0.00070112,0.00070112
166,2332.17,1.02613,0.58853,0.89896,0.92598,0.88567,0.96558,0.65496,1.10097,0.65195,0.9752,0.0006932,0.0006932,0.0006932
167,2345.95,0.9829,0.58505,0.87686,0.85785,0.95575,0.9557,0.66224,1.08405,0.68416,0.97607,0.00068528,0.00068528,0.00068528
168,2359.77,0.99885,0.57079,0.87654,0.88134,0.92022,0.96534,0.65265,1.10596,0.64141,0.97354,0.00067736,0.00067736,0.00067736
169,2373.57,1.00603,0.58565,0.87562,0.97207,0.83186,0.96326,0.63348,1.14651,0.72532,0.96624,0.00066944,0.00066944,0.00066944
170,2387.31,0.96786,0.5766,0.88334,0.86873,0.93705,0.95592,0.64334,1.09132,0.66068,0.96101,0.00066152,0.00066152,0.00066152
171,2401.03,0.95844,0.59829,0.88273,0.91117,0.90777,0.95763,0.66256,1.04461,0.63587,0.9545,0.0006536,0.0006536,0.0006536
172,2414.84,0.94481,0.56411,0.89168,0.89672,0.92207,0.96431,0.67406,1.05822,0.65517,0.95503,0.00064568,0.00064568,0.00064568
173,2428.89,1.01924,0.63093,0.8853,0.86183,0.9115,0.94966,0.64653,1.14238,0.69079,0.96973,0.00063776,0.00063776,0.00063776
174,2442.98,0.9507,0.56381,0.88239,0.88392,0.94342,0.97475,0.65761,1.08854,0.65294,0.96633,0.00062984,0.00062984,0.00062984
175,2456.68,1.00181,0.60918,0.88762,0.9079,0.9596,0.98106,0.67648,1.0673,0.62084,0.97754,0.00062192,0.00062192,0.00062192
176,2470.59,0.93677,0.55524,0.87397,0.92247,0.94759,0.97226,0.67531,1.01874,0.60724,0.93086,0.000614,0.000614,0.000614
177,2484.64,0.95619,0.56998,0.90093,0.92898,0.92612,0.96925,0.66907,1.04362,0.62982,0.93531,0.00060608,0.00060608,0.00060608
178,2498.38,0.97999,0.57021,0.86935,0.92672,0.89529,0.96745,0.65094,1.08464,0.64149,0.9411,0.00059816,0.00059816,0.00059816
179,2512.11,0.9834,0.58794,0.914,0.90169,0.92035,0.96461,0.65187,1.08832,0.66693,0.94426,0.00059024,0.00059024,0.00059024
180,2525.88,0.95432,0.57049,0.87246,0.91461,0.9292,0.97016,0.65003,1.07664,0.62833,0.94791,0.00058232,0.00058232,0.00058232
181,2539.84,0.99023,0.55846,0.87744,0.94315,0.9292,0.97535,0.6723,1.0624,0.62953,0.94349,0.0005744,0.0005744,0.0005744
182,2553.61,0.96803,0.56221,0.88195,0.89233,0.92035,0.96531,0.68619,1.05782,0.64647,0.96086,0.00056648,0.00056648,0.00056648
183,2567.59,0.96921,0.54419,0.8692,0.89586,0.91352,0.96603,0.67971,1.02531,0.61493,0.95777,0.00055856,0.00055856,0.00055856
184,2581.5,0.96735,0.55396,0.87119,0.925,0.89381,0.96634,0.64244,1.08614,0.64489,0.98324,0.00055064,0.00055064,0.00055064
