epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2595.38,0.92192,0.53886,0.86672,0.95399,0.9115,0.97525,0.66533,1.07774,0.62908,0.95473,0.00054272,0.00054272,0.00054272
186,2609.26,0.97718,0.54412,0.86913,0.93856,0.9469,0.97376,0.65211,1.09047,0.6018,0.96452,0.0005348,0.0005348,0.0005348
187,2623.04,0.92837,0.55089,0.88201,0.91176,0.91437,0.95862,0.65465,1.07581,0.64214,0.94655,0.00052688,0.00052688,0.00052688
188,2636.71,0.9056,0.52412,0.86173,0.92601,0.9292,0.96412,0.6662,1.05625,0.63118,0.94807,0.00051896,0.00051896,0.00051896
189,2650.34,0.90266,0.55937,0.90093,0.93602,0.90632,0.96978,0.68962,1.01762,0.60157,0.93171,0.00051104,0.00051104,0.00051104
190,2664.5,0.92554,0.54366,0.85909,0.90184,0.89432,0.96694,0.67149,1.02972,0.62642,0.92957,0.00050312,0.00050312,0.00050312
191,2678.46,0.9138,0.54119,0.86877,0.87979,0.95575,0.97644,0.65844,1.08931,0.59907,0.94368,0.0004952,0.0004952,0.0004952
192,2692.32,0.91672,0.52785,0.86659,0.92084,0.92652,0.97481,0.66782,1.03951,0.59339,0.95938,0.00048728,0.00048728,0.00048728
193,2706.08,0.95673,0.55442,0.86211,0.9378,0.93398,0.97372,0.6843,1.02881,0.61064,0.93975,0.00047936,0.00047936,0.00047936
194,2719.74,0.90974,0.51266,0.85415,0.92936,0.89381,0.96642,0.63892,1.08312,0.62117,0.94356,0.00047144,0.00047144,0.00047144
195,2733.52,0.9216,0.52693,0.85223,0.90876,0.9469,0.96886,0.64919,1.08848,0.61259,0.94936,0.00046352,0.00046352,0.00046352
196,2747.36,0.87887,0.52477,0.85522,0.92239,0.94661,0.97369,0.68534,1.03429,0.61013,0.96824,0.0004556,0.0004556,0.0004556
197,2761.22,0.90333,0.52168,0.86538,0.8986,0.94115,0.96756,0.66345,1.08773,0.59221,0.95436,0.00044768,0.00044768,0.00044768
198,2775.02,0.95515,0.55897,0.8914,0.90214,0.93805,0.96285,0.67546,1.04686,0.6019,0.95496,0.00043976,0.00043976,0.00043976
199,2788.85,0.91616,0.53037,0.84411,0.93047,0.94743,0.96601,0.65047,1.02459,0.60566,0.95882,0.00043184,0.00043184,0.00043184
200,2802.93,0.94648,0.54938,0.86228,0.90659,0.94477,0.96271,0.66809,1.03659,0.63773,0.9371,0.00042392,0.00042392,0.00042392
201,2816.8,0.91667,0.53645,0.86105,0.91876,0.90076,0.96308,0.643,1.05342,0.61744,0.95478,0.000416,0.000416,0.000416
202,2830.72,0.92155,0.55031,0.86826,0.90401,0.9292,0.96597,0.66811,1.03653,0.62219,0.95426,0.00040808,0.00040808,0.00040808
203,2844.5,0.88753,0.5112,0.87512,0.92326,0.92035,0.97314,0.65966,1.0912,0.61295,0.95933,0.00040016,0.00040016,0.00040016
204,2858.15,0.89323,0.51265,0.84856,0.91256,0.92355,0.97416,0.67576,1.02697,0.62072,0.94851,0.00039224,0.00039224,0.00039224
205,2871.92,0.88854,0.51655,0.86972,0.91657,0.9115,0.96788,0.66697,1.03183,0.63069,0.9587,0.00038432,0.00038432,0.00038432
206,2885.6,0.8898,0.51724,0.86774,0.89662,0.9469,0.97104,0.66475,1.02153,0.61016,0.95481,0.0003764,0.0003764,0.0003764
207,2899.28,0.88034,0.51753,0.84501,0.91154,0.9469,0.97252,0.68639,1.01355,0.58772,0.9655,0.00036848,0.00036848,0.00036848
208,2912.99,0.87339,0.50033,0.84513,0.93647,0.91311,0.97032,0.67046,1.04392,0.58705,0.96547,0.00036056,0.00036056,0.00036056
209,2926.79,0.9374,0.5039,0.82912,0.92199,0.9413,0.96895,0.67573,1.02867,0.59494,0.96588,0.00035264,0.00035264,0.00035264
210,2940.56,0.86046,0.49179,0.84459,0.91918,0.92035,0.97183,0.66132,1.06705,0.6176,0.96391,0.00034472,0.00034472,0.00034472
211,2954.14,0.85465,0.50568,0.84843,0.91,0.9115,0.96528,0.65847,1.06158,0.63905,0.96076,0.0003368,0.0003368,0.0003368
212,2967.86,0.86662,0.5165,0.85751,0.91454,0.9292,0.97077,0.66705,1.04984,0.61082,0.97667,0.00032888,0.00032888,0.00032888
213,2981.6,0.87547,0.51245,0.86807,0.91367,0.93661,0.97233,0.68415,1.02553,0.58523,0.96471,0.00032096,0.00032096,0.00032096
214,2995.35,0.84686,0.49978,0.85215,0.89708,0.92564,0.97207,0.65209,1.04346,0.6236,0.96794,0.00031304,0.00031304,0.00031304
215,3009.17,0.86026,0.49507,0.849,0.90443,0.92118,0.97301,0.66149,1.06798,0.59809,0.95898,0.00030512,0.00030512,0.00030512
216,3022.96,0.84509,0.48242,0.85995,0.94515,0.91493,0.97557,0.6552,1.06551,0.59658,0.95641,0.0002972,0.0002972,0.0002972
217,3036.61,0.81882,0.48987,0.85975,0.93818,0.9292,0.97384,0.67548,1.0414,0.58322,0.95313,0.00028928,0.00028928,0.00028928
218,3050.49,0.83632,0.49638,0.86202,0.92646,0.9469,0.97385,0.65499,1.07187,0.61807,0.95959,0.00028136,0.00028136,0.00028136
219,3064.36,0.88051,0.50657,0.87538,0.90565,0.93445,0.969,0.67132,1.02185,0.606,0.95248,0.00027344,0.00027344,0.00027344
220,3078.16,0.84135,0.48401,0.8327,0.93775,0.93325,0.97524,0.67315,1.03505,0.59949,0.95638,0.00026552,0.00026552,0.00026552
221,3091.87,0.87743,0.5116,0.84824,0.93721,0.92466,0.97512,0.6734,1.0282,0.59136,0.94442,0.0002576,0.0002576,0.0002576
222,3105.61,0.87947,0.5191,0.83605,0.91669,0.9469,0.97154,0.66423,1.05827,0.58377,0.96165,0.00024968,0.00024968,0.00024968
223,3119.22,0.87332,0.4929,0.84965,0.93636,0.9115,0.96705,0.66449,1.05683,0.59075,0.95802,0.00024176,0.00024176,0.00024176
224,3133.03,0.80488,0.47336,0.83488,0.96491,0.90265,0.9635,0.67235,1.04348,0.61031,0.95861,0.00023384,0.00023384,0.00023384
225,3146.82,0.85266,0.48181,0.83964,0.93703,0.92181,0.9669,0.67824,1.01,0.58891,0.95584,0.00022592,0.00022592,0.00022592
226,3160.59,0.8551,0.48875,0.84424,0.92086,0.92678,0.97048,0.6677,1.0239,0.60047,0.94375,0.000218,0.000218,0.000218
227,3174.42,0.82974,0.47542,0.83797,0.91382,0.93842,0.97326,0.68057,1.03758,0.59323,0.93745,0.00021008,0.00021008,0.00021008
228,3188.24,0.84029,0.49146,0.85727,0.91278,0.9292,0.97341,0.67352,1.0442,0.58815,0.9483,0.00020216,0.00020216,0.00020216
229,3202.09,0.83147,0.48755,0.86363,0.91311,0.92998,0.96765,0.67657,1.02791,0.58998,0.95343,0.00019424,0.00019424,0.00019424
230,3215.93,0.83062,0.46844,0.8313,0.9491,0.92035,0.97668,0.68593,1.02769,0.5836,0.95784,0.00018632,0.00018632,0.00018632
231,3229.88,0.83927,0.48522,0.84789,0.95404,0.91844,0.97152,0.69555,1.00648,0.59557,0.94879,0.0001784,0.0001784,0.0001784
232,3243.92,0.8251,0.49332,0.8561,0.93676,0.9292,0.96838,0.68707,1.02457,0.57571,0.95289,0.00017048,0.00017048,0.00017048
233,3257.89,0.80083,0.47376,0.8453,0.91474,0.93805,0.97262,0.6959,1.01811,0.60169,0.96011,0.00016256,0.00016256,0.00016256
234,3271.85,0.8677,0.53763,0.86894,0.93024,0.94405,0.97449,0.6786,1.04201,0.59675,0.96391,0.00015464,0.00015464,0.00015464
235,3285.82,0.81535,0.47857,0.85501,0.9062,0.94048,0.97258,0.68943,1.00261,0.57113,0.96177,0.00014672,0.00014672,0.00014672
236,3299.57,0.81314,0.4775,0.84977,0.9302,0.9292,0.97245,0.68619,1.02896,0.57613,0.97661,0.0001388,0.0001388,0.0001388
237,3313.38,0.8211,0.47989,0.8449,0.95921,0.9292,0.97497,0.67612,1.00349,0.5834,0.97095,0.00013088,0.00013088,0.00013088
238,3327.19,0.82547,0.46904,0.85267,0.95474,0.93346,0.97877,0.66926,1.03111,0.59443,0.96766,0.00012296,0.00012296,0.00012296
239,3340.83,0.83164,0.49663,0.84269,0.95415,0.92071,0.97993,0.6829,1.00227,0.58073,0.96085,0.00011504,0.00011504,0.00011504
240,3354.49,0.83376,0.47532,0.85001,0.93906,0.95458,0.98041,0.67519,1.03159,0.5715,0.96394,0.00010712,0.00010712,0.00010712
241,3371.26,0.7682,0.48099,0.85332,0.93099,0.95575,0.97718,0.66077,1.0377,0.58753,0.95713,9.92e-05,9.92e-05,9.92e-05
242,3384.95,0.80219,0.50161,0.85067,0.95532,0.94616,0.97826,0.67567,1.02288,0.58976,0.95943,9.128e-05,9.128e-05,9.128e-05
243,3398.56,0.74657,0.4507,0.85084,0.94965,0.9469,0.97921,0.68353,1.01087,0.58822,0.96898,8.336e-05,8.336e-05,8.336e-05
244,3412.26,0.77607,0.46633,0.83893,0.93474,0.9292,0.97192,0.68238,0.99127,0.5966,0.97068,7.544e-05,7.544e-05,7.544e-05
245,3426,0.76569,0.46359,0.83945,0.94604,0.93084,0.97491,0.6686,1.01103,0.59753,0.9672,6.752e-05,6.752e-05,6.752e-05
246,3439.72,0.79371,0.48935,0.85396,0.97186,0.91699,0.97479,0.67117,0.99569,0.57903,0.95589,5.96e-05,5.96e-05,5.96e-05
247,3453.38,0.73915,0.45011,0.8429,0.96297,0.92057,0.97912,0.67402,0.98987,0.5679,0.95525,5.168e-05,5.168e-05,5.168e-05
248,3467.24,0.80719,0.47445,0.84388,0.96298,0.92091,0.9795,0.68291,0.97459,0.56705,0.95242,4.376e-05,4.376e-05,4.376e-05
249,3481,0.7772,0.4617,0.83762,0.95419,0.92164,0.97702,0.67664,0.98486,0.57127,0.95269,3.584e-05,3.584e-05,3.584e-05
250,3494.73,0.75205,0.45839,0.84713,0.9536,0.93805,0.9768,0.67965,0.9736,0.56996,0.95549,2.792e-05,2.792e-05,2.792e-05
